	SES	GPA	SAT	Gender	Race	Random Acceptance	Partial Logistic Acceptance	Complete Logistic Acceptance
555	556881	3.34	1199	Female	Latinx	0	1	0
556	633473	3.47	1354	Female	Latinx	1	0	1
557	608223	3.6	1313	Male	Asian	0	0	1
558	546795	4.67	1515	Female	Latinx	1	1	0
559	563351	3.79	1236	Male	Latinx	1	1	0
560	572688	3.8	1220	Male	White	1	1	1
561	569288	3.68	1152	Female	Latinx	1	0	1
562	701197	3.69	877	Female	Asian	0	0	1
563	619097	3.16	1403	Female	Asian	0	0	1
564	604093	3.59	1341	Female	Latinx	0	0	1
565	652864	3.59	1133	Female	Latinx	1	0	1
566	553557	3.07	1465	Male	Latinx	1	1	0
567	681366	3.81	1858	Female	Black	0	0	1
568	593248	3.08	1103	Male	Latinx	0	0	1
569	621921	2.92	1125	Female	Latinx	0	0	1
570	507765	3.61	1229	Male	Latinx	1	1	0
571	669778	4.02	1417	Male	Latinx	0	0	1
572	398897	3.16	1131	Male	Latinx	0	1	0
573	699938	3.08	946	Female	Black	0	0	1
574	513295	3.31	1117	Male	Asian	1	1	0
575	629291	3.66	1194	Female	Black	0	0	1
576	554488	3.59	1304	Male	White	0	1	0
577	628278	3.35	780	Female	Asian	1	0	1
578	319073	3.68	1553	Male	Asian	0	1	0
579	896360	2.98	978	Female	Asian	1	0	1
580	615560	4.1	1504	Female	Asian	0	0	1
581	554352	3.03	1164	Female	Latinx	0	1	0
582	835067	3.66	1310	Male	White	1	0	1
583	621909	3.41	1198	Male	Latinx	0	0	1
584	598770	3.97	1391	Female	Latinx	1	0	1
585	623576	3.71	1170	Female	Latinx	1	0	1
586	566837	4.02	1431	Female	Black	1	1	0
587	901649	3.35	1356	Female	White	1	0	1
588	614352	3.18	800	Male	Latinx	0	0	1
589	325669	3.22	264	Female	Asian	0	1	0
590	650823	3.48	1451	Female	Latinx	0	0	1
591	823763	3.82	1024	Female	White	0	0	1
592	707957	3.54	2059	Male	Asian	1	0	1
593	540774	3.6	1418	Female	Latinx	1	1	0
594	612989	3.97	1422	Female	Asian	1	0	1
595	691696	3.13	977	Male	Asian	1	0	1
596	691485	3.33	1059	Male	White	0	0	1
597	593338	3.43	1328	Female	Latinx	0	0	1
598	929567	4.17	1495	Female	Asian	1	0	1
599	686520	3.26	972	Male	Latinx	0	0	1
600	598551	3.86	1269	Female	Latinx	0	0	1
601	662237	2.97	1338	Female	Latinx	1	0	1
602	596745	3.48	1600	Female	Latinx	1	0	1
603	784472	3.92	1370	Female	White	0	0	1
604	617616	3.23	1193	Female	Latinx	0	0	1
605	575090	4.43	1909	Male	Asian	0	1	1
606	692203	3.36	1629	Male	Asian	0	0	1
607	758687	3.75	1325	Female	Asian	1	0	1
608	697970	3.54	908	Female	Asian	0	0	1
609	608570	4.55	1665	Male	Asian	1	0	1
610	657445	3.45	1093	Female	Latinx	1	0	1
611	566936	4.02	881	Female	Latinx	1	1	0
612	580260	2.93	1419	Female	Latinx	0	0	1
613	497651	3.53	1163	Female	White	0	1	0
614	624724	3.89	1472	Female	Asian	1	0	1
615	593516	3.0	1180	Female	Asian	0	0	1
616	544567	2.97	1429	Female	White	0	1	0
617	579995	3.4	1244	Male	Latinx	1	0	1
618	659836	4.01	1577	Male	Asian	0	0	1
619	540988	3.33	1398	Male	White	0	1	0
620	638680	3.88	1311	Male	Black	0	0	1
621	873306	4.05	1316	Female	Asian	0	0	1
622	805632	3.85	1449	Male	Asian	0	0	1
623	535861	4.17	1338	Female	Asian	1	1	0
624	604235	3.97	1277	Female	Latinx	0	0	1
625	617827	3.41	854	Male	Latinx	1	0	1
626	778994	3.87	1925	Female	Asian	0	0	1
627	702666	3.81	1604	Male	Latinx	1	0	1
628	720670	3.7	1610	Male	Asian	1	0	1
629	543324	3.3	1852	Male	Asian	0	1	0
630	589388	3.05	1414	Male	Latinx	1	0	1
631	513768	3.27	498	Female	Latinx	0	1	0
632	575584	3.47	1398	Female	Latinx	0	1	1
633	548661	4.03	1408	Female	Asian	1	1	0
634	918797	4.37	1562	Female	White	0	0	1
635	624250	3.61	1116	Female	Latinx	1	0	1
636	682513	3.86	1524	Male	Black	0	0	1
637	583123	3.9	1800	Male	Latinx	0	1	1
638	774505	4.35	2119	Female	White	1	0	1
639	460715	3.78	1353	Male	Asian	0	1	0
640	761050	4.0	1429	Female	Asian	0	0	1
641	634700	3.46	1679	Female	White	1	0	1
642	576201	4.37	1542	Female	Asian	0	1	1
643	613998	3.03	978	Female	Latinx	1	0	1
644	418382	2.93	1277	Male	Asian	1	1	0
645	289674	2.67	1561	Male	Asian	0	1	0
646	552953	3.58	856	Female	Latinx	0	1	0
647	563113	3.39	1284	Female	Latinx	1	1	0
648	687407	3.54	1420	Male	Latinx	0	0	1
649	630436	3.84	1327	Male	Asian	1	0	1
650	558396	3.34	1349	Female	Black	0	1	0
651	591437	4.14	1184	Male	Latinx	1	0	1
652	247406	3.51	1429	Male	Asian	1	1	0
653	541107	2.69	995	Male	Asian	0	1	0
654	637100	3.09	1012	Female	Latinx	1	0	1
655	566150	3.57	1666	Male	Asian	0	1	0
656	624701	2.75	1886	Male	Asian	0	0	1
657	497029	3.51	1223	Female	White	0	1	0
658	660652	3.46	1333	Female	Latinx	1	0	1
659	572380	3.67	486	Female	Latinx	0	0	1
660	593487	4.01	1358	Male	Latinx	1	0	1
661	583649	3.48	1799	Female	Latinx	0	0	1
662	657490	4.24	1817	Female	Asian	1	0	1
663	638844	2.45	1276	Female	Asian	0	0	1
664	622768	4.21	1074	Female	Latinx	0	0	1
665	721577	3.87	1916	Male	White	0	0	1
666	797202	3.07	1319	Male	Asian	1	0	1
667	616114	3.34	1430	Male	White	0	0	1
668	659159	4.18	1191	Female	Asian	0	0	1
669	912343	3.3	1748	Female	Asian	0	0	1
670	909832	2.95	1591	Male	Asian	1	0	1
671	629498	3.48	1081	Female	Latinx	0	0	1
672	770359	3.97	1597	Female	Asian	0	0	1
673	795401	3.62	1723	Male	Latinx	1	0	1
674	590000	3.53	686	Male	Latinx	0	0	1
675	661768	3.75	1764	Female	Asian	0	0	1
676	666155	3.11	1112	Female	Latinx	1	0	1
677	533587	3.09	1157	Male	Latinx	1	1	0
678	792887	4.23	1719	Male	Asian	1	0	1
679	605889	3.95	1088	Female	Latinx	0	0	1
680	778875	4.14	1731	Female	Asian	0	0	1
681	819508	3.31	1307	Male	Asian	0	0	1
682	801332	4.07	1048	Female	Asian	0	0	1
683	570801	2.96	814	Female	Latinx	0	0	1
684	589811	3.45	1415	Male	Asian	0	0	1
685	650005	3.4	928	Male	Black	1	0	1
686	469767	3.37	1866	Male	Latinx	0	1	0
687	553734	3.66	1116	Female	White	0	1	0
688	816354	3.87	1801	Female	Asian	0	0	1
689	798158	3.36	1360	Female	Asian	1	0	1
690	923865	3.67	1599	Male	Asian	1	0	1
691	704514	4.05	1511	Male	Asian	1	0	1
692	593883	3.67	1177	Male	Latinx	1	0	1
693	632619	3.82	1373	Female	White	0	0	1
694	729533	4.31	1024	Female	Asian	0	0	1
695	733597	4.44	1770	Male	Asian	0	0	1
696	729428	3.99	1796	Female	White	0	0	1
697	626974	3.49	1501	Male	Latinx	1	0	1
698	658407	3.91	1231	Female	Latinx	0	0	1
699	628464	2.59	1231	Male	Latinx	1	0	1
700	639043	2.99	1238	Male	Latinx	1	0	1
701	653024	4.04	1666	Male	White	1	0	1
702	997975	4.17	1585	Male	Asian	0	0	1
703	695879	3.64	1626	Female	Asian	1	0	1
704	601287	3.82	1322	Male	Black	0	0	1
705	666960	3.94	1368	Female	Latinx	1	0	1
706	616545	4.03	1358	Female	Latinx	1	0	1
707	651969	2.98	1572	Male	Latinx	1	0	1
708	788565	3.31	1674	Male	White	1	0	1
709	598428	3.46	1132	Female	Latinx	0	0	1
710	834566	3.02	1594	Male	Asian	0	0	1
711	755799	2.9	1535	Male	Asian	0	0	1
712	631626	3.4	1010	Female	Latinx	0	0	1
713	568349	2.86	1014	Female	Latinx	1	0	0
714	557082	4.05	1481	Female	Black	0	1	0
715	683630	2.97	1326	Male	Latinx	1	0	1
716	671406	3.59	1309	Male	Asian	0	0	1
717	569549	3.89	1000	Female	Latinx	1	1	1
718	718081	2.99	1179	Male	Asian	0	0	1
719	474152	3.58	1581	Male	Asian	1	1	0
720	725309	4.77	1726	Female	White	1	0	1
721	635912	2.86	1132	Female	White	0	0	1
722	724878	3.94	1004	Female	Latinx	0	0	1
723	685514	3.96	1315	Female	Latinx	0	0	1
724	600364	3.0	1021	Male	Latinx	0	0	1
725	819059	3.19	1941	Female	Asian	0	0	1
726	762917	4.3	1265	Female	Asian	0	0	1
727	757397	3.39	1387	Male	White	0	0	1
728	700140	4.2	1250	Female	Asian	1	0	1
729	679050	4.13	1061	Female	Latinx	0	0	1
730	657410	2.8	1879	Male	Asian	0	0	1
731	429430	4.2	1256	Male	Asian	1	1	0
732	552176	3.55	1114	Male	Latinx	0	1	0
733	803802	3.9	1820	Male	Asian	1	0	1
734	1021247	3.78	1674	Female	White	0	0	1
735	688945	3.38	1544	Male	White	0	0	1
736	625149	3.64	1205	Female	Latinx	1	0	1
737	643513	3.73	1267	Female	Latinx	0	0	1
738	482118	3.37	945	Female	Asian	0	1	0
739	561601	2.99	868	Female	Latinx	0	0	0
740	781951	3.9	1660	Female	Asian	0	0	1
741	675093	3.25	1453	Male	White	0	0	1
742	651804	3.17	561	Female	Asian	0	0	1
743	577134	3.7	1229	Female	Asian	0	0	1
744	671233	3.38	1681	Male	Latinx	0	0	1
745	566495	3.49	1039	Female	Latinx	1	0	0
746	545318	3.01	1485	Female	Asian	0	1	0
747	557687	3.28	1856	Female	White	0	1	0
748	575728	3.84	1187	Female	White	1	0	1
749	546005	3.38	1855	Male	Asian	1	1	0
750	701430	3.38	1137	Male	Asian	1	0	1
751	1047397	3.43	1773	Female	Asian	0	0	1
752	595151	4.37	1550	Female	Latinx	0	0	1
753	530352	3.14	1089	Male	Latinx	0	1	0
754	666421	4.09	1496	Female	Asian	1	0	1
755	506898	2.85	698	Female	Latinx	1	1	0
756	563345	3.54	948	Male	Asian	0	1	0
757	769310	3.67	1292	Male	Latinx	0	0	1
758	668054	3.83	620	Female	Latinx	0	0	1
759	596495	3.72	1171	Female	Latinx	1	0	1
760	763406	3.43	1253	Male	Latinx	0	0	1
761	686490	3.5	1059	Male	Latinx	0	0	1
762	709026	3.54	1549	Female	Latinx	0	0	1
763	529714	4.09	1384	Female	Latinx	1	1	0
764	864852	4.41	1594	Female	Asian	0	0	1
765	797991	3.81	1389	Female	White	0	0	1
766	718133	2.85	1511	Male	Other	0	0	1
767	603225	3.55	1406	Male	Latinx	0	0	1
768	521103	3.79	1436	Female	Black	1	1	0
769	591678	4.05	915	Female	Latinx	0	0	1
770	511070	2.88	860	Male	Latinx	1	1	0
771	646989	4.02	1173	Female	Asian	1	0	1
772	597818	3.81	1418	Female	Latinx	0	0	1
773	640809	2.85	1273	Male	White	1	0	1
774	558461	3.53	1166	Female	Asian	0	1	0
775	658206	3.99	1196	Female	White	1	0	1
776	839825	3.88	2383	Male	Asian	0	0	1
777	704088	3.41	1358	Male	Asian	1	0	1
778	659343	3.0	1163	Male	Latinx	1	0	1
779	653873	3.47	1321	Male	Asian	0	0	1
780	689932	3.19	1532	Male	Latinx	0	0	1
781	854564	2.85	1065	Male	White	1	0	1
782	594974	3.69	857	Male	Latinx	0	0	1
783	679183	3.71	1385	Female	White	0	0	1
784	596861	4.11	1623	Female	White	0	0	1
785	657709	3.6	1246	Male	Latinx	1	0	1
786	522047	3.98	1083	Female	Latinx	0	1	0
787	592074	4.25	1032	Female	Latinx	0	0	1
788	469946	3.71	1860	Male	Asian	1	1	0
789	582429	3.29	1425	Male	Asian	1	0	1
790	568742	3.62	1650	Male	Black	1	1	0
791	330407	3.94	1303	Male	Asian	1	1	0
792	557812	3.53	1350	Female	Asian	1	1	0
793	576444	2.84	1564	Female	Asian	0	0	1
794	748735	3.59	1342	Male	White	0	0	1
795	613857	3.9	1638	Male	Asian	1	0	1
796	492806	3.64	1711	Female	Asian	1	1	0
797	553384	3.24	1012	Female	Latinx	0	1	0
798	608842	4.07	1258	Female	Asian	0	0	1
799	637485	3.09	908	Female	Latinx	0	0	1
800	654251	4.38	1352	Female	Asian	0	0	1
801	661226	3.62	1565	Female	Black	1	0	1
802	531464	2.75	551	Female	Asian	0	1	0
803	841573	3.24	1713	Male	Asian	1	0	1
804	611078	3.32	1648	Female	Asian	1	0	1
805	851189	3.39	1156	Female	Asian	0	0	1
806	592057	3.76	1097	Female	Latinx	0	0	1
807	527878	3.53	1597	Male	Asian	0	1	0
808	687790	3.49	1100	Male	Black	1	0	1
809	562706	4.32	1767	Male	White	0	1	0
810	601518	3.43	1351	Female	Latinx	0	0	1
811	716551	4.23	1553	Male	White	1	0	1
812	624701	4.14	1418	Female	Latinx	0	0	1
813	573419	3.76	835	Male	Latinx	0	0	1
814	658355	3.93	2174	Male	White	1	0	1
815	498698	3.48	1234	Female	Asian	0	1	0
816	777203	3.25	1231	Female	Asian	0	0	1
817	639225	4.02	983	Female	White	0	0	1
818	779548	4.23	1413	Female	Black	1	0	1
819	592694	3.55	1267	Male	Asian	1	0	1
820	663363	4.24	2193	Male	Black	1	0	1
821	582284	3.53	980	Female	Latinx	0	0	1
822	711147	3.93	1035	Female	Latinx	0	0	1
823	562046	3.66	1233	Female	Latinx	1	1	0
824	752116	3.25	1464	Male	Asian	0	0	1
825	759690	3.31	1331	Female	White	0	0	1
826	629610	3.31	920	Female	Latinx	0	0	1
827	697388	3.23	1553	Male	Asian	0	0	1
828	610925	3.94	1145	Male	Asian	0	0	1
829	585005	4.17	1269	Female	White	1	1	1
830	691293	3.43	1742	Male	Asian	1	0	1
831	615439	4.21	1399	Female	Latinx	1	0	1
832	595981	3.44	1203	Male	Latinx	0	0	1
833	497791	3.01	1125	Male	Latinx	1	1	0
834	700058	3.11	1143	Female	Latinx	0	0	1
835	659839	4.05	1588	Female	Asian	1	0	1
836	945481	3.37	1395	Male	White	0	0	1
837	374538	3.48	1327	Male	Asian	0	1	0
838	630215	2.7	1062	Female	Latinx	0	0	1
839	869708	4.12	1836	Male	Asian	0	0	1
840	508847	3.67	884	Male	Latinx	1	1	0
841	275241	2.84	1395	Male	Asian	1	1	0
842	617206	3.99	1506	Male	Latinx	0	0	1
843	556101	4.44	1733	Female	Asian	0	1	0
844	567329	3.45	1462	Male	Black	0	1	0
845	614168	3.82	1493	Male	Latinx	1	0	1
846	545455	4.13	1499	Male	Latinx	1	1	0
847	608313	3.26	1230	Male	Latinx	1	0	1
848	752160	3.51	1276	Male	Asian	0	0	1
849	858125	3.38	1458	Male	Asian	0	0	1
850	532146	3.49	1479	Female	Asian	1	1	0
851	819774	3.78	1481	Male	White	1	0	1
852	449466	2.75	1725	Male	Asian	0	1	0
853	672785	3.57	1300	Male	Latinx	0	0	1
854	630818	4.47	1062	Male	Latinx	1	0	1
855	643492	2.81	993	Female	Latinx	0	0	1
856	492477	4.49	1112	Female	Latinx	0	1	0
857	688009	4.09	1521	Female	Asian	0	0	1
858	824407	4.02	1633	Male	Asian	0	0	1
859	692568	3.54	1111	Male	Latinx	0	0	1
860	679256	3.26	1273	Male	Asian	0	0	1
861	646356	3.76	1810	Female	Latinx	0	0	1
862	719186	3.16	784	Female	Latinx	1	0	1
863	834608	3.69	1073	Female	Asian	0	0	1
864	567649	3.47	1667	Male	Asian	0	1	0
865	679407	4.04	1102	Female	Asian	1	0	1
866	760247	3.05	1519	Male	Latinx	0	0	1
867	704687	3.22	886	Male	Latinx	1	0	1
868	575774	3.66	1082	Male	Latinx	1	0	1
869	555541	2.99	1204	Male	Black	0	1	0
870	627576	3.13	1268	Male	White	0	0	1
871	596904	3.52	2078	Male	Asian	1	1	1
872	593375	3.41	1781	Male	Asian	1	0	1
873	807441	3.84	1386	Female	Asian	1	0	1
874	575758	4.0	1372	Female	Asian	0	1	1
875	701499	3.61	2146	Male	White	1	0	1
876	673907	3.21	1534	Female	Latinx	1	0	1
877	590849	3.45	1090	Female	Asian	0	0	1
878	412769	2.68	1887	Female	Asian	0	1	0
879	772062	4.03	1602	Male	Latinx	1	0	1
880	605755	4.09	1230	Female	Asian	0	0	1
881	742631	3.78	1458	Female	Asian	0	0	1
882	643689	4.01	929	Female	Latinx	1	0	1
883	615778	2.93	1150	Female	Asian	0	0	1
884	567322	3.53	1200	Male	Latinx	0	0	0
885	686297	3.61	1397	Female	Latinx	1	0	1
886	622094	3.27	1798	Male	Latinx	0	0	1
887	722853	3.56	1846	Female	White	1	0	1
888	662461	3.74	1029	Female	Latinx	0	0	1
889	934944	3.6	1907	Male	White	0	0	1
890	731046	3.26	786	Female	Asian	1	0	1
891	571446	2.89	861	Female	Latinx	0	0	1
892	567395	3.28	1316	Female	Latinx	0	1	0
893	562323	3.79	1053	Female	Latinx	0	1	0
894	849714	2.69	1387	Male	Asian	1	0	1
895	552854	2.99	533	Female	Latinx	1	0	0
896	605079	4.12	1248	Female	Latinx	1	0	1
897	696874	3.26	1760	Male	Asian	1	0	1
898	589266	3.27	1501	Female	Black	1	0	1
899	762428	2.89	1403	Male	White	0	0	1
900	966275	3.7	1745	Female	Asian	0	0	1
901	499365	3.54	1243	Female	Black	1	1	0
902	674801	3.84	1452	Male	Latinx	1	0	1
903	671886	4.19	1075	Female	Latinx	1	0	1
904	636231	3.7	1362	Female	Black	0	0	1
905	555695	4.17	1373	Female	Latinx	0	1	0
906	832013	3.49	1716	Male	White	0	0	1
907	606267	3.51	1109	Female	Latinx	1	0	1
908	591019	3.86	894	Female	Latinx	0	0	1
909	651705	3.66	1908	Female	Asian	1	0	1
910	500685	3.1	1071	Male	Asian	1	1	0
911	625787	3.72	1226	Male	Asian	1	0	1
912	565987	3.92	1179	Female	Asian	0	1	0
913	501832	4.15	1802	Female	White	1	1	0
914	767018	3.48	1453	Male	Latinx	0	0	1
915	555680	2.95	767	Male	Latinx	0	0	0
916	727556	3.89	1265	Female	Asian	0	0	1
917	659206	3.91	1244	Female	White	0	0	1
918	579802	3.07	1262	Female	Latinx	1	0	1
919	609546	3.53	1009	Female	Latinx	0	0	1
920	360271	4.22	1273	Male	Asian	0	1	0
921	865197	3.39	917	Female	Asian	0	0	1
922	754675	3.83	1133	Male	Latinx	1	0	1
923	783596	4.47	1419	Female	White	1	0	1
924	609373	4.47	1542	Female	Asian	1	0	1
925	604348	3.8	1452	Female	Asian	1	0	1
926	541674	3.08	809	Female	White	0	1	0
927	716149	4.0	1560	Male	Latinx	1	0	1
928	566603	4.29	2030	Male	Asian	1	1	0
929	755479	3.82	1345	Female	Latinx	1	0	1
930	702750	3.57	1129	Female	Latinx	1	0	1
931	635693	3.29	1178	Female	Latinx	1	0	1
932	751968	4.09	1531	Female	Asian	0	0	1
933	913594	3.17	813	Female	Asian	0	0	1
934	702288	4.57	1600	Female	Latinx	1	0	1
935	624321	4.29	1196	Female	Asian	0	0	1
936	684900	4.22	1247	Female	Latinx	0	0	1
937	543516	3.57	1150	Female	Latinx	0	1	0
938	664644	3.34	1446	Female	Black	1	0	1
939	695864	3.44	1548	Female	Latinx	1	0	1
940	633256	3.52	1601	Female	White	1	0	1
941	708537	4.38	1608	Male	White	0	0	1
942	653637	4.13	1193	Male	Latinx	0	0	1
943	586145	2.82	932	Female	Latinx	1	0	1
944	584013	2.07	1073	Male	Black	1	0	1
945	639199	3.23	1521	Male	Black	1	0	1
946	549560	3.98	1365	Male	Asian	1	1	0
947	492328	4.02	1218	Male	White	0	1	0
948	788709	3.8	808	Male	Latinx	0	0	1
949	665162	3.89	1911	Male	White	0	0	1
950	488889	3.37	796	Female	Latinx	0	1	0
951	838800	3.85	2132	Male	Asian	0	0	1
952	708562	3.57	1619	Female	Asian	0	0	1
953	609293	3.32	1277	Male	Latinx	1	0	1
954	628530	2.97	1722	Male	White	0	0	1
955	656271	3.65	1321	Female	Latinx	0	0	1
956	505211	3.37	1346	Female	Asian	0	1	0
957	586010	4.34	1609	Female	Asian	0	1	1
958	907338	3.78	1706	Male	White	1	0	1
959	848873	4.08	1624	Female	White	0	0	1
960	700904	2.56	1744	Male	Asian	0	0	1
961	462672	3.94	1644	Male	White	0	1	0
962	672489	3.49	1322	Male	Latinx	1	0	1
963	663795	4.06	975	Female	Latinx	0	0	1
964	576662	2.87	1481	Male	Latinx	0	0	1
965	587907	3.7	1503	Female	Asian	1	0	1
966	614016	3.34	1260	Female	Latinx	0	0	1
967	821786	2.64	922	Male	White	0	0	1
968	710783	3.74	1475	Male	Asian	1	0	1
969	718410	4.17	1453	Female	Asian	1	0	1
970	675636	3.21	908	Female	Latinx	0	0	1
971	665531	3.52	1945	Male	Latinx	0	0	1
972	459165	3.21	1010	Male	Asian	1	1	0
973	552554	2.86	965	Male	Latinx	1	1	0
974	655677	3.48	1150	Male	Asian	0	0	1
975	731958	3.57	1677	Male	Asian	1	0	1
976	615856	3.37	933	Female	Latinx	0	0	1
977	672413	3.06	1373	Male	Asian	0	0	1
978	901776	3.59	1774	Male	White	0	0	1
979	816575	3.28	1646	Female	White	1	0	1
980	602807	3.6	1529	Female	Asian	0	0	1
981	827964	3.42	1494	Female	Asian	0	0	1
982	619835	2.93	1195	Female	Black	0	0	1
983	559732	4.26	1390	Male	Asian	1	1	0
984	670478	3.31	1256	Male	Latinx	1	0	1
985	560695	3.54	386	Female	Latinx	0	0	0
986	668208	3.09	1370	Male	White	1	0	1
987	596837	3.92	2035	Male	Asian	0	0	1
988	610688	3.41	1217	Female	Latinx	0	0	1
989	546673	4.3	1321	Female	Latinx	0	1	0
990	576881	3.53	916	Female	Latinx	0	0	1
991	660984	2.73	1301	Male	Latinx	0	0	1
992	554425	3.0	683	Female	Latinx	1	1	0
993	725395	3.28	1726	Female	Black	0	0	1
994	530082	3.53	1270	Female	Latinx	1	1	0
995	604086	3.84	1054	Female	Asian	0	0	1
996	547090	4.22	1049	Male	Asian	1	1	0
997	700102	3.51	1432	Male	Latinx	1	0	1
998	503385	2.83	809	Female	Black	0	1	0
999	761691	3.21	1035	Female	Asian	0	0	1
1000	553366	3.49	981	Female	Latinx	0	1	0
1001	544332	3.36	1172	Male	Black	0	1	0
1002	802207	3.67	921	Female	Asian	1	0	1
1003	602985	3.82	1330	Male	Black	0	0	1
1004	632170	3.34	1636	Male	White	0	0	1
1005	762055	3.5	1220	Male	Latinx	1	0	1
1006	454138	4.24	1349	Female	Asian	1	1	0
1007	783197	3.17	1152	Male	Asian	1	0	1
1008	668136	3.34	1591	Male	Asian	0	0	1
1009	642438	3.22	1414	Female	Latinx	0	0	1
1010	558513	3.71	1269	Female	Latinx	0	1	0
1011	621124	3.16	1159	Male	Asian	0	0	1
1012	736469	2.98	1653	Male	Asian	1	0	1
1013	816544	3.46	1275	Female	White	0	0	1
1014	559479	4.04	1659	Male	Latinx	0	1	0
1015	471303	3.41	1187	Male	Asian	0	1	0
1016	859431	4.34	1507	Female	Other	1	0	1
1017	357880	3.23	1288	Male	White	0	1	0
1018	624548	3.77	1282	Female	Latinx	1	0	1
1019	730109	3.95	1510	Female	Asian	0	0	1
1020	552242	3.93	1196	Female	Latinx	0	1	0
1021	658001	4.27	1862	Female	Latinx	0	0	1
1022	636769	3.59	1269	Female	Latinx	0	0	1
1023	741720	2.68	1139	Female	Asian	0	0	1
1024	689650	3.59	1222	Female	Asian	1	0	1
1025	502780	3.61	1195	Female	Latinx	1	1	0
1026	371267	3.76	1265	Male	Asian	1	1	0
1027	654680	3.09	1397	Female	Latinx	1	0	1
1028	913820	3.06	1760	Male	Asian	1	0	1
1029	633799	3.55	2077	Male	Asian	0	0	1
1030	547859	3.03	1495	Female	White	1	1	0
1031	738016	3.55	536	Male	Asian	0	0	1
1032	579361	3.79	1350	Male	Asian	0	1	1
1033	622017	3.73	1339	Female	Asian	0	0	1
1034	523595	4.15	1356	Female	Asian	0	1	0
1035	573839	4.35	1623	Female	Latinx	1	1	1
1036	654615	4.18	1521	Female	Asian	0	0	1
1037	572240	3.21	1454	Female	White	1	1	1
1038	590639	3.58	1212	Female	Asian	0	0	1
1039	761859	3.55	1451	Male	Latinx	0	0	1
1040	594044	3.49	1282	Male	Asian	1	0	1
1041	738545	3.71	1076	Female	White	0	0	1
1042	393855	3.27	1878	Male	White	0	1	0
1043	752643	3.56	1615	Male	Latinx	0	0	1
1044	596654	4.44	1158	Male	Latinx	1	0	1
1045	613259	3.96	960	Female	Latinx	0	0	1
1046	544856	3.36	1133	Male	Latinx	0	1	0
1047	541516	3.74	984	Male	Latinx	1	1	0
1048	866946	3.99	1198	Female	Asian	1	0	1
1049	492041	3.34	784	Female	Latinx	1	1	0
1050	740193	3.91	1692	Female	Asian	0	0	1
1051	549719	3.16	1306	Female	Asian	0	1	0
1052	897592	3.42	1692	Male	White	0	0	1
1053	518278	3.29	658	Female	Latinx	0	1	0
1054	781061	3.32	1576	Male	White	1	0	1
1055	558088	3.9	1073	Female	Latinx	1	1	0
1056	596805	3.33	1203	Female	Latinx	0	0	1
1057	753075	3.3	1524	Male	Asian	0	0	1
1058	617262	4.08	1535	Male	White	1	0	1
1059	647481	2.91	1091	Female	Asian	0	0	1
1060	456477	3.27	1093	Female	Asian	0	1	0
1061	688112	3.62	1873	Female	Asian	1	0	1
1062	659503	4.09	1317	Male	Latinx	0	0	1
1063	593647	3.57	1022	Male	Black	1	0	1
1064	864502	2.6	1180	Female	Asian	0	0	1
1065	965443	4.23	1932	Male	White	1	0	1
1066	554829	3.15	916	Female	Black	1	1	0
1067	894227	3.77	2126	Male	Asian	0	0	1
1068	617648	3.24	1171	Male	Latinx	1	0	1
1069	499567	3.82	1098	Female	Asian	1	1	0
1070	709448	3.07	1239	Female	White	1	0	1
1071	599031	2.61	1273	Male	Latinx	1	0	1
1072	708251	3.88	1519	Female	Latinx	0	0	1
1073	844591	3.6	1348	Female	Asian	0	0	1
1074	624840	4.03	1103	Female	Latinx	0	0	1
1075	478104	3.4	1925	Male	Asian	1	1	0
1076	779943	4.15	1551	Male	Asian	1	0	1
1077	527338	4.15	1391	Male	Latinx	1	1	0
1078	808139	3.45	1308	Male	Asian	1	0	1
1079	502239	3.91	1753	Female	Asian	0	1	0
1080	595285	4.03	1227	Female	Latinx	0	0	1
1081	446145	2.64	1186	Female	Black	1	1	0
1082	704292	3.92	1364	Female	Asian	1	0	1
1083	612181	3.59	1314	Female	Asian	1	0	1
1084	558210	3.46	1313	Male	Latinx	1	1	0
1085	705628	3.9	987	Female	Black	1	0	1
1086	914251	3.59	1130	Male	White	1	0	1
1087	627914	3.69	1130	Male	Latinx	0	0	1
1088	728371	3.58	1290	Male	Asian	1	0	1
1089	748656	4.14	2040	Male	Asian	0	0	1
1090	604109	3.08	1397	Male	Asian	1	0	1
1091	345650	2.91	1206	Male	White	1	1	0
1092	521831	3.19	894	Male	Latinx	1	1	0
1093	734629	4.33	2314	Male	White	0	0	1
1094	662524	2.91	1454	Male	Asian	0	0	1
1095	858300	4.35	1682	Female	Asian	0	0	1
1096	615667	4.24	1411	Female	Latinx	1	0	1
1097	536833	3.9	690	Female	Asian	0	1	0
1098	480291	3.78	1669	Male	Black	0	1	0
1099	562986	2.76	1530	Male	Black	1	1	0
1100	734966	3.68	1409	Male	Asian	0	0	1
1101	633960	4.01	1366	Female	Asian	1	0	1
1102	594650	3.31	1493	Female	Black	1	0	1
1103	639820	3.33	1189	Male	Latinx	0	0	1
1104	658732	3.04	1595	Female	White	0	0	1
1105	526717	3.45	1316	Male	Latinx	0	1	0
1106	545799	3.26	1072	Female	Asian	0	1	0
1107	539755	3.39	1102	Female	Latinx	0	1	0
1108	510124	3.53	789	Female	Latinx	0	1	0
1109	762528	3.08	1783	Male	White	0	0	1
